Wall time,Step,Value
1740885752.800411,10600,0.5953598618507385
1740885795.023956,10700,0.5941047668457031
1740885837.554783,10800,0.5928638577461243
1740885880.065842,10900,0.5916358828544617
1740885922.588685,11000,0.5904263854026794
1740885966.443906,11100,0.5892319679260254
1740886009.111553,11200,0.5880515575408936
1740886051.850503,11300,0.5868763327598572
1740886094.142642,11400,0.5857228636741638
1740886136.171282,11500,0.584594190120697
1740888157.385802,11100,0.5892382860183716
1740888195.828445,11200,0.5880517959594727
1740888234.056613,11300,0.5868948698043823
1740888272.529377,11400,0.5857375264167786
1740888311.030985,11500,0.5846037268638611
1740888349.379568,11600,0.5834733843803406
1740888387.902087,11700,0.5823633670806885
1740888426.417883,11800,0.58134925365448
1740888464.885363,11900,0.580267608165741
1740888503.259593,12000,0.5792000889778137
1740888542.715734,12100,0.5781400203704834
1740888581.078244,12200,0.577093243598938
1740888619.554823,12300,0.5760692358016968
1740888657.865079,12400,0.5750559568405151
1740888696.428135,12500,0.5740524530410767
1740888734.744877,12600,0.5730552673339844
1740888773.146961,12700,0.5720752477645874
1740888811.474257,12800,0.57110595703125
1740888849.896981,12900,0.570163905620575
1740888888.292774,13000,0.569220781326294
1740888927.754454,13100,0.5682855844497681
1740888966.006427,13200,0.5673673152923584
1740889004.190143,13300,0.5664704442024231
1740889042.441982,13400,0.5655794739723206
1740889080.774067,13500,0.5646999478340149
1740889119.114527,13600,0.5638326406478882
1740889157.354283,13700,0.562978208065033
1740889195.718869,13800,0.5621441602706909
1740889234.096298,13900,0.5613150596618652
1740889272.416773,14000,0.5605000853538513
1740889311.847871,14100,0.5596970319747925
1740889350.255307,14200,0.5589046478271484
1740889388.469568,14300,0.558128297328949
1740889426.78573,14400,0.557364284992218
1740889465.0979,14500,0.5566133260726929
1740889503.433454,14600,0.5558748841285706
1740889541.716075,14700,0.5551456212997437
1740889580.075821,14800,0.554432213306427
1740889618.372352,14900,0.5537265539169312
1740889656.908148,15000,0.553036630153656
